ID-taxodros|author|year|title|pagination|volume|journalOrPublisher|formatAndMeta|pubDate|libNumber|issue|editor|volumeTitle
kopp et al., 2006b|Kopp, A. & Frank, A.K. & Barmina, O.|2005|Interspecific divergence, intrachromosomal recombination, and phylogenetic utility of Y-chromosomal genes in Drosophila.|731-741|38|Molec. Phylog. Evol.|pdf / 2006b|||||
kopp, 2006|Kopp, A.|2006|Basal relationships in the Drosophila melanogaster species group.|787-798|39|Molec. Phylog. Evol.|pdf|||||
kopp, 2011|Kopp, A.|2011|Drosophila sex combs as a model of evolutionary innovations.|504-522|13|Evol. Dev.|pdf|||||
koref & brncic, 1965|Koref-Santibanez, S. & Brncic, D.|1965|Mating activity and chromosomal polymorphism in Drosophila pavani females. (Abstract).|453|52|Genetics|pdf / 30.vii.1965|1965-07-30||||
koref & iturra, 1971|Koref-Santibanez, S. & Iturra, P.|1971|Adult density and mating activity in Drosophila gaucha and Drosophila pavani.|103-104|46|D. I. S.|pdf / i.1971|1971-01-31||||
koref & lamborot, 1967a|Koref-Santibanez, S. & Lamborot, M.|1967|The effect of temperature on mating activity in D. gaucha and D. pavani.|106|42|D. I. S.|pdf / i.1967 / 1967a|1967-01-31||||
koref & lamborot, 1967b|Koref-Santibanez, S. & Lamborot, M.|1967|Temperatura y actividad sexual en Drosophila pavani Brncic y Drosophila gaucha Jaeger y Salzano.|3-6|41|Biologica, Santiago|pdf / xii.1967 / 1967b|1967-12-31||||
koref & neele, 1961|Koref-Santibanez, S. & Neele, M.A.|1961|Cortejo y aislamiento sexual en tres poblaciones de Drosophila gasici Brncic 1957.|39-48|32|Biologica, Santiago|pdf / p 812782 / xii.1961|1961-12-31|p 812782|||
koref & solar, 1960|Koref-Santibanez, S. & del Solar O., E.|1960|Courtship and sexual isolation in D. pavani Brncic, and in D. gaucha Jaeger and Salzano.|90|34|D. I. S.|pdf / xi.1960|1960-11-31||||
koref & solar, 1961|Koref-Santibanez, S. & del Solar O., E.|1961|Courtship and sexual isolation in Drosophila pavani Brncic and Drosophila gaucha Jaeger and Salzano.|401-406|15|Evolution|pdf / 30.xii.1961|1961-12-30||||
koref & waddington, 1958|Koref-Santibanez, S. & Waddington, C.H.|1958|The origin of sexual isolation between different lines within a species.|485-493|12|Evolution|pdf / xii.1958|1958-12-31||||
koref et al., 1958|Koref-Santibanez, S. & Casanova, A. & Brncic, D.|1958|Experiments on sexual isolation in species of the mesophragmatica group of Drosophila (Diptera).|179-185|33|Proc. r. ent. Soc. Lond.|pdf / seg 335 / xii.1958|1958-12-31||||
koref, 1955a|Koref, S.|1955|Efectos del genotipo residual sobre la expresion de genes tumorales en tres cepas melanoticas de Drosophila melanogaster.|3-9|21|Biologica, Santiago|pdf / p 812782||p 812782|||
koref, 1955b|Koref, S.|1955|Estudio de los patrones cromatograficos de larvas tumorales y no tumorales de Drosophila.|10-13|21|Biologica, Santiago|pdf / p 812782||p 812782|||
koref, 1962|Koref-Santibanez, S.|1962|A comparative study of courtship behavior in some species of the mesophragmatica group of Drosophila.|84-85|36|D. I. S.|pdf / i.1962|1962-01-31||||
koref, 1963a|Koref-Santibanez, S.|1963|Courtship and sexual isolation in five species of the mesophragmatica group of the genus Drosophila.|99-106|17|Evolution|pdf / iii.1963 / 1963a|1963-03-31||||
koref, 1963b|Koref-Santibanez, S.|1963|Sexual Isolation Between the "Sibling" Species Drosophila pavani and Drosophila gaucha (Abstract).|158|1|Int. Congr. Genet. 11|pdf / p n 564:11/1 / 1963b|||||
koref, 1964|Koref-Santibanez, S.|1964|Reproductive isolation between the sibling species Drosophila pavani and Drosophila gaucha.|245-251|18|Evolution|pdf / vi.1964|1964-06-31||||
koref, 1972a|Koref-Santibanez, S.|1972|Courtship behavior in the semispecies of the superspecies Drosophila paulistorum.|108-115|26|Evolution|pdf / iii.1972 / 1972a|1972-03-31||||
koref, 1972b|Koref-Santibanez, S.|1972|Courtship interaction in the semispecies of Drosophila paulistorum.|326-333|26|Evolution|pdf / ix.1972 / 1972b|1972-09-31||||
koref, 2001a|Koref-Santibanez, S.|2001|Effects of Age and Experience on Mating Activity in the Sibling Species Drosophila pavani and Drosophila gaucha.|287-297|31|Behav. Genet.|pdf / 2001a|||||
koref, 2001b|Koref-Santibanez, S.|2001|Danko Brncic: reminiscencias.|11-21|74|Revta chil. Hist. nat.|pdf / 2001b|||||
koreneva & grossman, 1973|Koreneva, L.G. & Grossman, A.I.|1973|Genetic variability of alpha-glycerophosphate dehydrogenase in Drosophila melanogaster.|801-803|6|Sov. Genet.|pdf / p 813974 / 1.iii.1973|1973-03-01|p 813974|6||
kornejev & zeigerman, 1986|Kornejev, V.A. & Zeigerman, A.G.|1986|K faune nekororikh semeistv akaliptratnikh dvukrilikh (Diptera Acalyptrata) srednego pridneprovja. 1 (in Russian).|47-51|5|Problemy Obshchei i Molekuljarnoi Biologii|pdf|||||
korochkin & belyaeva, 1973|Korochkin, L.I. & Belyaeva, E.S.|1973|Esterase isozymes of Drosophila imeretensis.|125|50|D. I. S.|pdf / xii.1973|1973-12-31||||
korochkin & belyaeva, 1974|Korochkin, l. & beliaeva, e.|1974|The investigation of esterase isozymes in interspecific hybrids between d. virilis and d. imeretensis.|134|51|D. I. S.|pdf / xii.1974|1974-12-31||||
korochkin & evgeniev, 1982|Korochkin, L.I. & Evgeniev, M.B.|1982|Analysis of a gene coding for organospecific esterase in D. virilis.|95|58|D. I. S.|pdf / viii.1982|1982-08-31||||
korochkin & matveeva, 1974|Korochkin, L.I. & Matveeva, N.M.|1974|Genetics of Esterases in Drosophila of the virilis Group. II. Sequential Expression of Paternal and Maternal Esterases in Ontogenesis.|1-7|12|Biochem. Genet.|pdf / vii.1974|1974-07-31||||
korochkin et al., 1973a|Korochkin, L.I. & Mateeva, N.M. & Evgen'ev, M.B. & Golubovsky, M.D. & Kuzin, B.A.|1973|Genetics of esterases in the Drosophila virilis group. (Abstract).|145|74|Genetics|pdf / 1973a|||||
korochkin et al., 1973b|Korochkin, L.I. & Matveeva, N.M. & Golubovsky, M.D. & Evgeniev, M.B.|1973|Genetics of Esterases in Drosophila of the virilis Group. I. Characteristics of Esterase Patterns in D. virilis, D. texana, D. littoralis, and Their Hybrids.|363-393|10|Biochem. Genet.|pdf / xii.1973 / 1973b|1973-12-31||||
korochkin et al., 1974a|Korochkin, L.I. & Aronshtam, A.A. & Matveeva, N.M.|1974|Genetics of Esterases in Drosophila. III. Influence of Different Chromosomes on Esterase Pattern in Drosophila.|9-24|12|Biochem. Genet.|pdf / vii.1974 / 1974a|1974-07-31||||
korochkin et al., 1974b|Korochkin, L. & Onischenko, A. & Matveeva, N.|1974|Esterase activity during the development of the salivary glands in Drosophila virilis.|98|51|D. I. S.|pdf / xii.1974 / 1974b|1974-12-31||||
korochkin et al., 1975a|Korochkin, L.I. & Golubovskii, M.D. & Matveeva, N.M.|1975|Location of two genes controlling differences in the electrophoretic mobility of esterases in Drosophila virilis.|798-800|9|Sov. Genet.|pdf / p 813974 / 1.iii.1975 / 1975a|1975-03-01|p 813974|6||
korochkin et al., 1975b|Korochkin, L.I. & Matveeva, N.M. & Evgen'ev, M.B.|1975|Expression of esterase isoenzymes in hybrids of Drosophila of the virilis group.|1530-1536|9|Sov. Genet.|pdf / p 813974 / 10.vii.1975 / 1975b|1975-07-10|p 813974|12||
korochkin et al., 1976b|Korochkin, L.I. & Belyaeva, E.S. & Matveeva, N.M. & Kuzin, B.A. & Serov, O.L.|1976|Genetics of Esterases in Drosophila. IV. Slow-Migrating S-Esterase in Drosophila of the virilis Group.|161-182|14|Biochem. Genet.|pdf / ii.1976 / 1976b|1976-02-31||||
korochkin et al., 1977a|Korochkin, L.I. & Belyaeva, E.S. & Matveeva, N.M. & Kuzin, B.A. & Serov, O.L.|1977|Nature of the organ-specific slow s-Esterase in Drosophila of the virilis group.|313-325|12|Sov. Genet.|pdf / p 813974 / 10.ii.1977 / 1977a|1977-02-10|p 813974|3||
korochkin et al., 1977b|Korochkin, L.I. & Kiknadze, I.G. & and Pahomov, A.N.|1977|Comparative analysis of esterases in genus Drosophila.|44-45|52|D. I. S.|pdf / v.1977 / 1977b|1977-05-31||||
korochkin et al., 1978|Korochkin, L.I. & Matveeva, N.M. & Kuzin, B.A. & Karasik, G.I. & Maximovsky, L.F.|1978|Genetics of Esterases in Drosophila. VI. Gene System Regulating the Phenotypic Expression of the Organ-Specific Esterase in Drosophila virilis.|709-726|16|Biochem. Genet.|pdf / viii.1978|1978-08-31||||
korochkin, 1975|Korochkin, L.|1975|Genetic control and developmental expression of esterase isozymes in Drosophila of the virilis group.$|99-117||Academic Press|pdf / part / c 6013||||Markert, C.L.|Isozymes, vol. III, Developmental Biology
korochkin, 1983|Korochkin, L.I.|1983|The hypothesis about the role of heterochromatin in the evolution of Drosophila of the virilis group.|70|59|D. I. S.|pdf / x.1983|1983-10-31||||
korochkin, 1985|Korochkin, L.I.|1985|Expression of genes controlling esterase isozymes in Drosophila of the virilis group. (Abstract).|94|110|Genetics|pdf / 11.viii.1985|1985-08-11||||
korol et al., 2000|Korol, A. & Rashkovetsky, A. & Iliadi, K. & Michalak, P. & Ronin, Y. & Nevo, E.|2000|Nonrandom mating in Drosophila melanogaster laboratory populations derived from closely adjacent ecologically contrasting slopes at "Evolution Canyon".|12637-12642|97|Proc. Natl. Acad. Sci. USA|pdf|||||
korol et al., 2006a|Korol, A. & Rashkovetsky, E. & Nevo, E.|2006|Enigmatic flies: Is Drosophila in the "Evolution Canyon" a model for incipient sympatric speciation?|507-525|52|Israel J. Ecol. Evol.|pdf|||||
korol et al., 2006b|Korol, A. & Rashkovetsky, E. & Iliadi, K. & Nevo, E.|2006|Drosophila flies in "Evolution Canyon" as a model for incipient sympatric speciation.|18184-18189|103|Proc. Natl. Acad. Sci. USA|pdf|||||
koronowski, 1966|Koronowski, P.|1966|Verluste des Pflanzenbaues durch Krankheiten und Schadlinge in den Vereinigten Staaten von Nordamerika.|178-187|18|NachrBl. dtsch. PflSchDienst, Berl.|pdf / part / l 178:18|||||
kortier & gromko, 1986|Kortier, M.G. & Gromko, M.H.|1986|The effect of esterase-6 genotype on productivity.|77|63|D. I. S.|pdf / vi.1986|1986-06-31||||
koryakov et al., 1994|Koryakov, D.E. & Demakova, M.L. & Balasov, M.L. & Demakov, S.A. & Makunin, I.V. & Zhimulev, I.F.|1994|Chromosome rearrangements in four Drosophila melanogaster populations from the Altai region.|68-69|75|D. I. S.|pdf / part / vii.1994|1994-07-31||||
kose & karr, 1995|Kose, H. & Karr, T.L.|1995|Organization of Wolbachia pipientis in the Drosophila fertilized egg and embryo revealed by an anti-Wolbachia monoclonal antibody.|275-288|51|Mech. Dev.|pdf / P 815003|||||
koske & smith, 1954a|Koske, T. & Maynard Smith, J.|1954|Genetics and cytology of Drosophila subobscura. X. The fifth linkage group.|521-541|52|J. Genet.|pdf / part / ix.1954 / 1954a|1954-09-31||||
koske & smith, 1954b|Koske, T. & Maynard Smith, J.|1954|Linkage and cytology of autosome 5 (element O) of Drosophila subobscura. (Abstract).|785||Abstr. Int. Congr. Genet. 9|1954b|||||
koske, 1951|Koske, T.|1951|A new species hybrid in the obscura group.|108|25|D. I. S.|pdf / xi.1951|1951-11-31||||
koske, 1953|Koske, T.|1953|Artkreuzungsversuche in der obscura-Gruppe der Gattung Drosophila.|373-381|85|Z. indukt. Abstamm.- u. VererbLehre|pdf / 1.viii.1953|1953-08-01||||
kosswig & senguen, 1947|Kosswig, C. & Sengun, A.|1947|Neuere Untersuchungen uber den Bau der Riesenchromosomen der Dipteren.|107-121|12|Rev. Fac. Sci. Univ. Istanbul|pdf / xsn 1144|||||
kostal & shimada, 2001|Kostal, V. & Shimada, K.|2001|Malfunction of circadian clock in the non-photoperiodic-diapause mutants of the drosophilid fly, Chymomyza costata.|1269-1274|47|J. Insect Physiol.|pdf|||||
kostal et al., 1998|Kostal, V. & Noguchi, H. & Shimada, K. & Hayakawa, Y.|1998|Developmental changes in dopamine levels in larvae of the fly Chymomyza costata: comparison between wild-type and mutant-nondiapause strains.|605-614|44|J. Insect Physiol.|pdf|||||
kostal et al., 1999|Kostal, V. & Noguchi, H. & Shimada, K. & Hayakawa, Y.|1999|Dopamine and Serotonine in the Larval CNS of a Drosophilid Fly, Chymomyza costata: Are They Involved in the Regulation of Diapause?|147-162|42|Arch. Insect Biochem. Physiol.|pdf|||||
kostal et al., 2000a|Kostal, V. & Noguchi, H. & Shimada, K. & Hayakawa, Y.|2000|Circadian component influences the photoperiodic induction of diapause in a drosophilid fly, Chymomyza costata.|887-896|46|J. Insect Physiol.|pdf / 2000a|||||
kostal et al., 2000b|Kostal, V. & Shimada, K. & Hayakawa, Y.|2000|Induction and development of winter larval diapause in a drosophilid fly, Chymomyza costata.|417-428|46|J. Insect Physiol.|pdf / 2000b|||||
kostal et al., 2003|Kostal, V. & Berkova, P. & Simek, P.|2003|Remodelling of membrane phospholipids during transition to diapause and cold-acclimation in the larvae of Chymomyza costata (Drosophilidae).|407-419|135|Comp. Biochem. Physiol.|pdf|||||
kosuda et al., 1969|Kosuda, K. & Kitagawa, O. & Moriwaki, D.|1969|A seasonal survey of the genetic structure in natural populations of Drosophila melanogaster.|247-258|44|Jpn J. Genet.|pdf / p 813669 / ix.1969|1969-09-31|p 813669|||
kosuda, 1971|Kosuda, K.|1971|Synergistic interaction between second and third chromosomes on viability of Drosophila melanogaster.|41-52|46|Jpn J. Genet.|pdf / p 813669 / iii.1971|1971-03-31|p 813669|||
kosuda, 1972|Kosuda, K.|1972|Synergistic effect of inbreeding on viability in Drosophila virilis.|461-468|72|Genetics|pdf / xi.1972|1972-11-31||||
kosuda, 1977|Kosuda, K.|1977|Femaleless, a new case of sex ratio anomaly in Drosophila virilis.|34|52|D. I. S.|pdf / v.1977|1977-05-31||||
kosuda, 1980|Kosuda, K.|1980|The effect of inbreeding on viability in Drosophila simulans.|307-310|55|Jpn J. Genet.|pdf / p 813669 / viii.1980|1980-08-31|p 813669|||
kosuda, 1985a|Kosuda, K.|1985|Effects of chromosomal interaction on male mating activity in Drosophila melanogaster.|63-70|60|Jpn J. Genet.|pdf / p 813669 / ii.1985 / 1985a|1985-02-31|p 813669|||
kosuda, 1985b|Kosuda, K.|1985|Mating activity of aged males in Drosophila melanogaster.|103-104|61|D. I. S.|pdf / vi.1985 / 1985b|1985-06-31||||
kosuda, 1985c|Kosuda, K.|1985|The Aging Effect on Male Mating Activity in Drosophila melanogaster.|297-303|15|Behav. Genet.|pdf / p 814849 / v.1985 / 1985c|1985-05-31|p 814849|||
kosuda, 2001|Kosuda, K.|2001|Gynandromorph in a melanotic tumorous strain of Drosophila melanogaster.|3-5|85|D. I. S.|pdf / part|||||
kot et al., 1996|Kot, M. & Lewis, M.A. & van der Driessche, P.|1996|Dispersal data and the spread of invading organisms.|2027-2042|77|Ecology|pdf|||||
kotenko & shakhbazov, 1984a|Kotenko, L.V. & Shakhbazov, V.G.|1984|Peculiarities of heat resistance in the pure line Drosophila melanogaster flies in relation to heterosis in the hybrids.|784-788|20|Sov. Genet.|pdf / p 813974:20/6 / xii.1984 / 1984a|1984-12-31|p 813974:20|6||
kouser & shakunthala, 2009|Kouser, S. & Shakunthala, V.|2009|Analysis of morphometric traits among few species of Drosophila.|111-114|92|D. I. S.|pdf|||||
koushik & krishna, 2012|Koushik Ponnanna, C.R. & Krishna, M.S.|2012|Biodiversity of Drosophilidae of Western Ghats (Coorg District) of Karnataka, India.|72|95|D. I. S.|pdf|||||
kovac et al., 1978|Kovac, L. & Peterajova, E. & Pogady, J.|1978|Behaviour of Drosophila melanogaster is affected by drugs.|604-605|34|Experientia|pdf / 15.v.1978|1978-05-15||||
kovalenko et al., 2006|Kovalenko, L.V. & Zakharenko, L.P. & Voloshina, M.A. & Karamysheva, T.V. & Rubtsov, N.B. & Zakharov, I.K.|2006|Behavior of hobo and P Transposons in yellow2-717 Unstable Line of Drosophila melanogaster and Its Derivatives after Crossing with a Laboratory Strain.|605-612|42|Russ. J. Genet.|pdf|||||
kovtyukh & korochkin, 1994|Kovtyukh, L.P. & Korochkin, L.I.|1994|Investigation of Biochemical Polymorphism in Natural Populations of Drosophila melanogaster of Central Moldova.|805-809|30|Russ. J. Genet.|pdf / part / p 813974 / vii.1994|1994-07-31|p 813974|||
kowarz, 1873|Kowarz, F.|1873|Beitrag zur Dipteren-Fauna Ungarns.|453-464|23|Verh. zool.-bot. Ges. Wien|pdf / seg 554|||||
kowarz, 1894|Kowarz, F.|1894|Catalogus insectorum faunae bohemicae. II. Fliegen (Diptera) Bohmens.|||Physiokratische Gesellschaft, Prag.|pdf / part|||||
kozhemiakina & furman, 1994|Kozhemiakina, T.A. & Furman, D.P.|1994|Copy number and chromosomal distribution of P and Hobo transposable elements in an Altai population of Drosophila melanogaster.|71-72|75|D. I. S.|pdf / vii.1994|1994-07-31||||
kozhevnikov, 1936|Kozhevnikov, B.T.|1936|Experimentally produced karyotypical isolation. (in Russian, with English summary).|727-752|5|Biol. Zh.|pdf / part / p 812395||p 812395|||
kozlov, 1961|Kozlov, D.P.|1961|Raszhifrovka tsikla razvitiya nematody Thelazia callipaeda - parazita glaza tzheloveka i plotoyadnykh mlekopitayuzhikh.|732-733|142|Dokl. Akad. Nauk SSSR|pdf|||||
kozlov, 1963|Kozlov, D.P.|1963|Biologicheskie tsikly gelmintov. Izukhenie biologii Thelazia callipaeda Raillet et Henry, 1910.|330-346|13|Trudy gelmintol. Lab.|pdf|||||
kozlowsky & rungs, 1932|Kozlowsky, S. & Rungs, C.|1932|Sur quelques insectes ennemis des plantes maraicheres au Maroc.|66-68|12|Bull. Soc. Sci. nat. Maroc|pdf / seg 510 / 31.iii.1932|1932-03-31||||
kozma & bownes, 1984|Kozma, R. & Bownes, M.|1984|The evolution of yolk-protein genes in sibling species of Drosophila melanogaster.|135|82|J. Embryol. exp. Morphol.|pdf|||||
kozma & bownes, 1986|Kozma, R. & Bownes, M.|1986|Yolk protein induction in males of several Drosophila species.|263-271|16|Insect Biochem.|pdf|||||
kpebe & rabinov, 2008b|Kpebe, A. & Rabinov, L.|2008|Alternative Promotor Usage Generates Multiple Evolutionarily Conserved Isoforms in Drosophila DOA Kinase.|132-143|46|Genesis|pdf / 2008b|||||
kraaijeveld & alphen, 1993|Kraaijeveld, A.R. & van Alphen, J.J.M.|1993|Successful invasion of North America by two Palearctic Drosophila species (Diptera: Drosophilidae): a matter of immunity to local parasitoids?|235-241|43|Neth. J. Zool.|pdf / p 89188 / xii.1994|1994-12-31|p 89188|||
kraaijeveld & alphen, 1994|Kraaijeveld, A.R. & van Alphen, J.J.M.|1994|Geographical variation in resistance of the parasitoid Asobara tabida against encapsulation by Drosophila melanogaster larvae: the mechanism explored.|9-14|19|Physiol. Ent.|pdf / seg 347 / iii.1994|1994-03-31||||
kraaijeveld & alphen, 1995a|Kraaijeveld, A.R. & van Alphen, J.J.M.|1995|Geographical variation in encapsulation ability of Drosophila melanogaster larvae & evidence for parasitoid-specific components.|10-17|9|Evol. Ecol.|pdf / P 819361 / I.1995 / 1995a|||||
kraaijeveld & alphen, 1995b|Kraaijeveld, A.R. & van Alphen, J.J.M.|1995|Foraging Behavior and Encapsulation Ability of Drosophila melanogaster Larvae: Correlated Polymorphisms? (Diptera: Drosophilidae).|305-314|8|J. Insect Behav.|pdf / part / 1995b / p 819475 / v.1995|1995-05-31|p 819475|||
